Test,Type,Log_Size,Max_Trace_Length,Alphabet,Time
And,fast,1000,10000,DCBEA,92.947
And,logic,1000,10000,DCBEA,231660
Or,fast,1000,10000,DCBEA,93.7561
Or,logic,1000,10000,DCBEA,219637
And_Future,fast_variant_1,1000,10000,DCBEA,-1
And_Future,fast_variant_2,1000,10000,DCBEA,-1
And_Future,logic,1000,10000,DCBEA,-1
And_Globally,fast_variant_1,1000,10000,DCBEA,19.4566
And_Globally,fast_variant_2,1000,10000,DCBEA,0.658538
And_Globally,logic,1000,10000,DCBEA,5.20764
Until,fast,1000,10000,DCBEA,0.775518
Until,logic,1000,10000,DCBEA,1.00869
Choice,fast,1000,10000,DCBEA,66.2375
Choice,logic,1000,10000,DCBEA,146.229
And,fast,1000,10000,DCBEA,86.1372
And,logic,1000,10000,DCBEA,224933
Or,fast,1000,10000,DCBEA,82.9989
Or,logic,1000,10000,DCBEA,218907
And_Future,fast_variant_1,1000,10000,DCBEA,-1
And_Future,fast_variant_2,1000,10000,DCBEA,-1
And_Future,logic,1000,10000,DCBEA,-1
And_Globally,fast_variant_1,1000,10000,DCBEA,20.5577
And_Globally,fast_variant_2,1000,10000,DCBEA,0.775903
And_Globally,logic,1000,10000,DCBEA,5.11261
Until,fast,1000,10000,DCBEA,0.847473
Until,logic,1000,10000,DCBEA,0.994452
Choice,fast,1000,10000,DCBEA,78.8642
Choice,logic,1000,10000,DCBEA,162.518
And,fast,100,10000,DCBEA,6.62211
And,logic,100,10000,DCBEA,22315.9
Or,fast,100,10000,DCBEA,8.4814
Or,logic,100,10000,DCBEA,23354.5
And_Future,fast_variant_1,100,10000,DCBEA,6038.4
And_Future,fast_variant_2,100,10000,DCBEA,504.147
And_Future,logic,100,10000,DCBEA,-1
And_Globally,fast_variant_1,100,10000,DCBEA,2.10708
And_Globally,fast_variant_2,100,10000,DCBEA,0.066538
And_Globally,logic,100,10000,DCBEA,0.494036
Until,fast,100,10000,DCBEA,0.146974
Until,logic,100,10000,DCBEA,0.139618
Choice,fast,100,10000,DCBEA,5.12706
Choice,logic,100,10000,DCBEA,9.21185
And,fast,100,10000,DCBEA,7.26936
And,logic,100,10000,DCBEA,22931.9
Or,fast,100,10000,DCBEA,10.0354
Or,logic,100,10000,DCBEA,23628.9
And_Future,fast_variant_1,100,10000,DCBEA,5754.17
And_Future,fast_variant_2,100,10000,DCBEA,469.749
And_Future,logic,100,10000,DCBEA,-1
And_Globally,fast_variant_1,100,10000,DCBEA,1.84661
And_Globally,fast_variant_2,100,10000,DCBEA,0.058165
And_Globally,logic,100,10000,DCBEA,0.5421
Until,fast,100,10000,DCBEA,0.148502
Until,logic,100,10000,DCBEA,0.137028
Choice,fast,100,10000,DCBEA,9.68195
Choice,logic,100,10000,DCBEA,18.002
And,fast,100,10000,DCBEA,7.84064
And,logic,100,10000,DCBEA,21988.3
Or,fast,100,10000,DCBEA,7.80254
Or,logic,100,10000,DCBEA,21809.9
And_Future,fast_variant_1,100,10000,DCBEA,5893.75
And_Future,fast_variant_2,100,10000,DCBEA,464.886
And_Future,logic,100,10000,DCBEA,-1
And_Globally,fast_variant_1,100,10000,DCBEA,1.88506
And_Globally,fast_variant_2,100,10000,DCBEA,0.098359
And_Globally,logic,100,10000,DCBEA,0.699007
Until,fast,100,10000,DCBEA,0.343391
Until,logic,100,10000,DCBEA,0.223511
Choice,fast,100,10000,DCBEA,8.87628
Choice,logic,100,10000,DCBEA,20.3095
And,fast,100,10000,DCBEA,4.45706
And,logic,100,10000,DCBEA,22110.3
Or,fast,100,10000,DCBEA,8.6204
Or,logic,100,10000,DCBEA,21983.9
And_Future,fast_variant_1,100,10000,DCBEA,5881.72
And_Future,fast_variant_2,100,10000,DCBEA,470.226
And_Future,logic,100,10000,DCBEA,-1
And_Globally,fast_variant_1,100,10000,DCBEA,1.89231
And_Globally,fast_variant_2,100,10000,DCBEA,0.113382
And_Globally,logic,100,10000,DCBEA,0.682369
Until,fast,100,10000,DCBEA,0.153986
Until,logic,100,10000,DCBEA,0.132982
Choice,fast,100,10000,DCBEA,6.09496
Choice,logic,100,10000,DCBEA,12.8645
And,fast,100,10000,DCBEA,7.76438
And,logic,100,10000,DCBEA,22252.4
Or,fast,100,10000,DCBEA,9.20549
Or,logic,100,10000,DCBEA,21145.2
And_Future,fast_variant_1,100,10000,DCBEA,5796.02
And_Future,fast_variant_2,100,10000,DCBEA,484.337
And_Future,logic,100,10000,DCBEA,-1
And_Globally,fast_variant_1,100,10000,DCBEA,2.12196
And_Globally,fast_variant_2,100,10000,DCBEA,0.058521
And_Globally,logic,100,10000,DCBEA,0.496385
Until,fast,100,10000,DCBEA,0.234095
Until,logic,100,10000,DCBEA,0.192992
Choice,fast,100,10000,DCBEA,11.5203
Choice,logic,100,10000,DCBEA,20.6577
And,fast,10000,10000,DCBEA,-1
And,logic,10000,10000,DCBEA,-1
Or,fast,10000,10000,DCBEA,-1
Or,logic,10000,10000,DCBEA,-1
And_Future,fast_variant_1,10000,10000,DCBEA,-1
And_Future,fast_variant_2,10000,10000,DCBEA,-1
And_Future,logic,10000,10000,DCBEA,-1
And_Globally,fast_variant_1,10000,10000,DCBEA,-1
And_Globally,fast_variant_2,10000,10000,DCBEA,-1
And_Globally,logic,10000,10000,DCBEA,-1
Until,fast,10000,10000,DCBEA,-1
Until,logic,10000,10000,DCBEA,-1
Choice,fast,10000,10000,DCBEA,-1
Choice,logic,10000,10000,DCBEA,-1
And,fast,10000,10000,DCBEA,-1
And,logic,10000,10000,DCBEA,-1
Or,fast,10000,10000,DCBEA,-1
Or,logic,10000,10000,DCBEA,-1
And_Future,fast_variant_1,10000,10000,DCBEA,-1
And_Future,fast_variant_2,10000,10000,DCBEA,-1
And_Future,logic,10000,10000,DCBEA,-1
And_Globally,fast_variant_1,10000,10000,DCBEA,-1
And_Globally,fast_variant_2,10000,10000,DCBEA,-1
And_Globally,logic,10000,10000,DCBEA,-1
Until,fast,10000,10000,DCBEA,-1
Until,logic,10000,10000,DCBEA,-1
Choice,fast,10000,10000,DCBEA,-1
Choice,logic,10000,10000,DCBEA,-1
And,fast,10000,10000,DCBEA,-1
And,logic,10000,10000,DCBEA,-1
Or,fast,10000,10000,DCBEA,-1
Or,logic,10000,10000,DCBEA,-1
And_Future,fast_variant_1,10000,10000,DCBEA,-1
And_Future,fast_variant_2,10000,10000,DCBEA,-1
And_Future,logic,10000,10000,DCBEA,-1
And_Globally,fast_variant_1,10000,10000,DCBEA,-1
And_Globally,fast_variant_2,10000,10000,DCBEA,-1
And_Globally,logic,10000,10000,DCBEA,-1
Until,fast,10000,10000,DCBEA,-1
Until,logic,10000,10000,DCBEA,-1
Choice,fast,10000,10000,DCBEA,-1
Choice,logic,10000,10000,DCBEA,-1
And,fast,10000,10000,DCBEA,-1
And,logic,10000,10000,DCBEA,-1
Or,fast,10000,10000,DCBEA,-1
Or,logic,10000,10000,DCBEA,-1
And_Future,fast_variant_1,10000,10000,DCBEA,-1
And_Future,fast_variant_2,10000,10000,DCBEA,-1
And_Future,logic,10000,10000,DCBEA,-1
And_Globally,fast_variant_1,10000,10000,DCBEA,-1
And_Globally,fast_variant_2,10000,10000,DCBEA,-1
And_Globally,logic,10000,10000,DCBEA,-1
Until,fast,10000,10000,DCBEA,-1
Until,logic,10000,10000,DCBEA,-1
Choice,fast,10000,10000,DCBEA,-1
Choice,logic,10000,10000,DCBEA,-1
And,fast,10000,10000,DCBEA,-1
And,logic,10000,10000,DCBEA,-1
Or,fast,10000,10000,DCBEA,-1
Or,logic,10000,10000,DCBEA,-1
And_Future,fast_variant_1,10000,10000,DCBEA,-1
And_Future,fast_variant_2,10000,10000,DCBEA,-1
And_Future,logic,10000,10000,DCBEA,-1
And_Globally,fast_variant_1,10000,10000,DCBEA,-1
And_Globally,fast_variant_2,10000,10000,DCBEA,-1
And_Globally,logic,10000,10000,DCBEA,-1
Until,fast,10000,10000,DCBEA,-1
Until,logic,10000,10000,DCBEA,-1
Choice,fast,10000,10000,DCBEA,-1
Choice,logic,10000,10000,DCBEA,-1
And,fast,10,10000,DCBEA,0.597091
And,logic,10,10000,DCBEA,2687.11
Or,fast,10,10000,DCBEA,0.689352
Or,logic,10,10000,DCBEA,2103.71
And_Future,fast_variant_1,10,10000,DCBEA,615.945
And_Future,fast_variant_2,10,10000,DCBEA,43.996
And_Future,logic,10,10000,DCBEA,423.062
And_Globally,fast_variant_1,10,10000,DCBEA,0.213644
And_Globally,fast_variant_2,10,10000,DCBEA,0.023805
And_Globally,logic,10,10000,DCBEA,0.024684
Until,fast,10,10000,DCBEA,0.076514
Until,logic,10,10000,DCBEA,0.08446
Choice,fast,10,10000,DCBEA,0.41311
Choice,logic,10,10000,DCBEA,0.827793
And,fast,10,10000,DCBEA,0.57254
And,logic,10,10000,DCBEA,2194.39
Or,fast,10,10000,DCBEA,0.67346
Or,logic,10,10000,DCBEA,2317.56
And_Future,fast_variant_1,10,10000,DCBEA,643.106
And_Future,fast_variant_2,10,10000,DCBEA,16.4673
And_Future,logic,10,10000,DCBEA,309.163
And_Globally,fast_variant_1,10,10000,DCBEA,0.265512
And_Globally,fast_variant_2,10,10000,DCBEA,0.008112
And_Globally,logic,10,10000,DCBEA,0.115598
Until,fast,10,10000,DCBEA,0.10327
Until,logic,10,10000,DCBEA,0.111592
Choice,fast,10,10000,DCBEA,1.15062
Choice,logic,10,10000,DCBEA,1.97579
And,fast,10,10000,DCBEA,0.829264
