log_filename,with_data,log_loading_and_parsing_ms,log_indexing_ms,n_traces,n_acts,log_trace_average_length,log_trace_variance,most_frequent_trace_length,trace_length_frequency,atomization_conf,atomization_type,model_filename,queries_plan,operators_version,model_parsing_ms,model_size,model_data_decomposition_time,model_atomization_time,model_declare_to_ltlf,model_ltlf_query_time,is_multithreaded,no_threads,scheduling_strategy,model_type
data/bpic_2012/data/original/bpi12_knobab.xes,F,1097.49,245.63,13087,25,21,399.223,94315791176360,94315808289296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.590196,7,0.032278,0.008446,0.156458,39.5033,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1028.72,251.783,13087,25,21,399.223,94315791176360,94315808289296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.160991,7,0.030006,0.008637,0.174109,38.7125,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1014.58,252.427,13087,25,21,399.223,94315791176360,94315808289296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.161173,7,0.027244,0.008024,0.152343,40.8506,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1019.64,256.485,13087,25,21,399.223,94315791176360,94315808289296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.160449,7,0.026444,0.00722,0.148344,38.7062,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1015.21,261.09,13087,25,21,399.223,94315791176360,94315808289296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.148709,7,0.028019,0.008097,0.149958,38.1153,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1098.73,257.983,13087,25,21,399.223,94528013169320,94528030519824,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.669292,7,0.028576,0.007863,0.148355,43.8089,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1025.92,261.102,13087,25,21,399.223,94528013169320,94528030519824,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.16124,7,0.026947,0.007927,0.149558,43.0399,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1009.59,254.403,13087,25,21,399.223,94528013169320,94528030519824,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.160362,7,0.025631,0.008131,0.151513,40.5674,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1011.34,254.504,13087,25,21,399.223,94528013169320,94528030519824,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.162221,7,0.095801,0.027769,0.150252,43.4993,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1013.66,250.284,13087,25,21,399.223,94528013169320,94528030519824,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/5.powerdecl,marking,FastOperator_v1,0.167477,7,0.028146,0.008111,0.203765,42.2777,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1111.24,243.799,13087,25,21,399.223,94355557659304,94355592278544,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.716803,14,0.04172,0.016747,0.235361,118.621,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1040.93,260.477,13087,25,21,399.223,94355557659304,94355592278544,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.244347,14,0.08512,0.05354,0.282527,117.948,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1026.74,274.2,13087,25,21,399.223,94355557659304,94355592278544,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.24277,14,0.060615,0.017421,0.448707,117.729,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1030.23,252.98,13087,25,21,399.223,94355557659304,94355592278544,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.239067,14,0.041562,0.017635,0.264943,118.58,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1027.35,263.006,13087,25,21,399.223,94355557659304,94355592278544,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.242008,14,0.105758,0.050768,0.281276,120.172,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1115.41,243.607,13087,25,21,399.223,94784920179368,94784925422096,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.717102,14,0.042618,0.017604,0.273139,140.347,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1040.63,260.812,13087,25,21,399.223,94784920179368,94784925422096,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.24086,14,0.041693,0.036579,0.263044,142.974,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1024.98,249.775,13087,25,21,399.223,94784920179368,94784925422096,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.244204,14,0.04378,0.016542,0.280029,137.945,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1025.33,257.017,13087,25,21,399.223,94784920179368,94784925422096,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.242992,14,0.040438,0.016903,0.253799,140.62,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1031.53,255.454,13087,25,21,399.223,94784920179368,94784925422096,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/10.powerdecl,marking,FastOperator_v1,0.24092,14,0.067755,0.020668,0.281236,140.762,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1095.19,246.528,13087,25,21,399.223,94826003993256,94826026164752,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.887068,22,0.053253,0.028897,0.316381,167.779,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1036.53,260.448,13087,25,21,399.223,94826003993256,94826026164752,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.731735,22,0.08645,0.029416,0.385711,172.002,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1042.36,259.768,13087,25,21,399.223,94826003993256,94826026164752,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.358215,22,0.051219,0.028893,0.370213,165.801,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1026.97,267.212,13087,25,21,399.223,94826003993256,94826026164752,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.353935,22,0.052208,0.044682,0.416086,167.61,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1010.94,255.062,13087,25,21,399.223,94826003993256,94826026164752,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.399328,22,0.086963,0.04404,0.385333,168.863,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1102.01,242.614,13087,25,21,399.223,94254519558824,94254543352336,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.867251,22,0.053936,0.029854,0.32619,191.542,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1022.94,257.602,13087,25,21,399.223,94254519558824,94254543352336,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.356835,22,0.053286,0.044122,0.394524,186.94,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1019.78,249.655,13087,25,21,399.223,94254519558824,94254543352336,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.357512,22,0.056524,0.031179,0.50659,184.875,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1018.03,256.547,13087,25,21,399.223,94254519558824,94254543352336,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.358548,22,0.085144,0.062867,0.423066,183.587,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1014.28,259.459,13087,25,21,399.223,94254519558824,94254543352336,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/15.powerdecl,marking,FastOperator_v1,0.35789,22,0.088119,0.059662,0.397764,187.082,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1086.41,247.249,13087,25,21,399.223,94624693453480,94624729317904,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,1.28939,30,0.058506,0.073194,0.412445,206.934,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1026.23,254.614,13087,25,21,399.223,94624693453480,94624729317904,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.471466,30,0.057773,0.039775,0.485759,202.75,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1014.32,246.341,13087,25,21,399.223,94624693453480,94624729317904,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.52457,30,0.091048,0.079458,0.487249,202.458,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1010.09,251.906,13087,25,21,399.223,94624693453480,94624729317904,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.555196,30,0.055325,0.03897,0.474127,206.295,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1011.14,258.12,13087,25,21,399.223,94624693453480,94624729317904,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.486078,30,0.059536,0.039511,0.486044,203.207,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1104.18,252.995,13087,25,21,399.223,94210989421224,94211012829712,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,1.00214,30,0.06516,0.040428,0.459672,229.461,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1028.91,258.006,13087,25,21,399.223,94210989421224,94211012829712,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.485581,30,0.057037,0.039677,0.489816,228.565,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1015.56,257.712,13087,25,21,399.223,94210989421224,94211012829712,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.470544,30,0.058543,0.039581,0.486536,223.606,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1020.24,255.551,13087,25,21,399.223,94210989421224,94211012829712,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.518274,30,0.057807,0.040168,0.486951,235.17,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1014.52,248.36,13087,25,21,399.223,94210989421224,94211012829712,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_1/20.powerdecl,marking,FastOperator_v1,0.473951,30,0.05751,0.076644,0.494845,223,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_1
data/bpic_2012/data/original/bpi12_knobab.xes,F,1119.05,254.918,13087,25,21,399.223,94455918043816,94455951905296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.245393,1,0.008239,0.000656,0.099259,17.0649,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1056.29,256.766,13087,25,21,399.223,94455918043816,94455951905296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.053142,1,0.009342,0.000685,0.096634,17.4446,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1036.27,255.625,13087,25,21,399.223,94455918043816,94455951905296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.046553,1,0.009095,0.000595,0.094586,17.5421,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1033.6,252.148,13087,25,21,399.223,94455918043816,94455951905296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.050908,1,0.011043,0.000744,0.101104,18.7759,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1040.82,249.529,13087,25,21,399.223,94455918043816,94455951905296,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.07196,1,0.010235,0.000989,0.10779,19.784,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1109.98,245.025,13087,25,21,399.223,94865139036840,94865170358800,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.244393,1,0.008496,0.000637,0.098833,18.9306,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1029.22,261.507,13087,25,21,399.223,94865139036840,94865170358800,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.053483,1,0.008552,0.000627,0.097361,18.5809,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1015.45,249.445,13087,25,21,399.223,94865139036840,94865170358800,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.05101,1,0.010542,0.000667,0.106231,19.9428,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1013.17,254.112,13087,25,21,399.223,94865139036840,94865170358800,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.034761,1,0.00849,0.000609,0.093129,18.7273,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1015.87,254.914,13087,25,21,399.223,94865139036840,94865170358800,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q1.powerdecl,marking,FastOperator_v1,0.036802,1,0.009894,0.000635,0.099419,19.0697,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1087.87,248.092,13087,25,21,399.223,94755884057256,94755915530768,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.410659,2,0.028933,0.019896,0.100791,18.5439,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1025.33,260.294,13087,25,21,399.223,94755884057256,94755915530768,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.083402,2,0.026038,0.00525,0.110305,19.315,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1005.83,249.881,13087,25,21,399.223,94755884057256,94755915530768,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.083246,2,0.028123,0.004961,0.11268,21.991,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1005.14,256.368,13087,25,21,399.223,94755884057256,94755915530768,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.079229,2,0.027542,0.004543,0.108143,19.063,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1010.42,253.243,13087,25,21,399.223,94755884057256,94755915530768,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.088231,2,0.025586,0.018663,0.110577,19.5374,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1111.93,246.358,13087,25,21,399.223,94027725656744,94027740185104,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.400816,2,0.029787,0.004998,0.101927,21.8667,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1034.27,248.237,13087,25,21,399.223,94027725656744,94027740185104,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.08279,2,0.024636,0.004648,0.107225,22.6413,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1020.68,258.813,13087,25,21,399.223,94027725656744,94027740185104,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.090655,2,0.025426,0.005061,0.106876,20.6681,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1047.08,272.221,13087,25,21,399.223,94027725656744,94027740185104,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.084143,2,0.023696,0.004902,0.11031,22.524,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1025.87,259.566,13087,25,21,399.223,94027725656744,94027740185104,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q2.powerdecl,marking,FastOperator_v1,0.080518,2,0.024079,0.004517,0.108581,20.9255,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1123.8,278.786,13087,25,21,399.223,94742494249640,94742504100368,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.418654,2,0.031031,0.004748,0.101771,19.9811,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1077.95,252.416,13087,25,21,399.223,94742494249640,94742504100368,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.083915,2,0.027386,0.004963,0.11095,21.6336,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1043.03,250.825,13087,25,21,399.223,94742494249640,94742504100368,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.094813,2,0.026705,0.004869,0.175067,23.1855,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1067.01,252.586,13087,25,21,399.223,94742494249640,94742504100368,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.084309,2,0.089912,0.026013,0.116985,20.2837,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1034.55,249.659,13087,25,21,399.223,94742494249640,94742504100368,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.0816,2,0.027357,0.019724,0.12534,21.9064,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1182.75,261.393,13087,25,21,399.223,93894509011624,93894513857040,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.412253,2,0.028179,0.005419,0.102473,19.955,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1044.05,263.108,13087,25,21,399.223,93894509011624,93894513857040,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.080284,2,0.025811,0.005328,0.112768,20.4617,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1026.25,256.724,13087,25,21,399.223,93894509011624,93894513857040,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.096759,2,0.026386,0.005173,0.110941,20.4494,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1028.83,258.538,13087,25,21,399.223,93894509011624,93894513857040,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.086865,2,0.026746,0.005397,0.119269,21.0606,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1031.65,250.56,13087,25,21,399.223,93894509011624,93894513857040,scripts/support_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q3.powerdecl,marking,FastOperator_v1,0.080879,2,0.028931,0.004993,0.113601,22.9743,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1108.33,248.949,13087,25,21,399.223,94595696579240,94595733246480,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q4.powerdecl,marking,FastOperator_v1,0.361691,1,0.009862,0.000695,0.101066,19.4606,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1037.68,260.073,13087,25,21,399.223,94595696579240,94595733246480,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q4.powerdecl,marking,FastOperator_v1,0.075146,1,0.00912,0.00058,0.098912,18.0831,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
data/bpic_2012/data/original/bpi12_knobab.xes,F,1130.07,258.971,13087,25,21,399.223,94595696579240,94595733246480,scripts/intersection_pipeline.yaml,AtomizeOnlyOnDataPredicates,data/bpic_2012/models/scenario_2/q4.powerdecl,marking,FastOperator_v1,0.075133,1,0.009425,0.000703,0.098891,18.8762,No,1,BLOCK_STATIC_SCHEDULE,SCENARIO_2
