filename,GraphGenerationTime,GraphVisitTime,SerialisationTime,Total,AtomSize,minL,maxL,S
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.634115,6.64166,336189,336196,19,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.706429,6.74142,333464,333472,19,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.70304,7.0817,337195,337203,19,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.4911,23.1795,297506,297534,20,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.49205,23.4779,294200,294228,20,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.58341,23.3876,297433,297461,20,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.53598,24.6857,295991,296020,20,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.58702,23.1572,300815,300842,20,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.6452,10.0103,245213,245237,23,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.1172,9.92017,241422,241445,23,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.3052,9.9108,239328,239351,23,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.3871,10.0039,239261,239285,23,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.3118,10.0605,240456,240480,23,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.6748,12.0765,205193,205271,32,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.7318,11.7829,202963,203040,32,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.2571,12.2244,203612,203691,32,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.0481,11.9628,202971,203049,32,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.432,12.0556,203534,203612,32,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,229.62,29.6883,255876,256135,35,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,229.659,29.4923,255917,256176,35,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,234.471,30.4779,254090,254355,35,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,233.565,30.4398,258546,258810,35,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,234.596,30.665,257738,258003,35,1000,1000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.707071,43.2597,3.29973e+06,3.29978e+06,19,10000,10000,1000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,1.06668,22.9823,27660,27684.1,19,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.779393,23.5313,27148.2,27172.5,19,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.696963,23.3523,27140.7,27164.8,19,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.72811,22.9061,26391.9,26415.5,19,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.707422,22.5356,26499.1,26522.3,19,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.6414,24.0771,28010.9,28039.6,20,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.70099,24.4213,27348.3,27377.4,20,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.53916,23.8328,27591.6,27620,20,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.63333,24.053,26801.6,26830.3,20,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.57651,24.1282,26700.1,26728.8,20,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.2264,23.3113,25333.3,25369.8,23,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.423,23.2881,24903.1,24939.8,23,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.2955,23.3489,25025.6,25062.3,23,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.2769,23.4876,25232.6,25269.3,23,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.3907,23.5181,25146.1,25183,23,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,64.9671,23.1828,19370.3,19458.5,32,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.6701,23.4593,20057.2,20146.3,32,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.9187,23.4576,20079.9,20170.3,32,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.0819,23.4538,20156.8,20246.3,32,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.5813,23.4624,19740.3,19830.4,32,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,228.753,44.7953,27543.9,27817.5,35,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,221.147,45.1047,26877.5,27143.7,35,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,225.83,44.9144,27405.4,27676.2,35,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,228.557,44.6581,27345.6,27618.9,35,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,227.269,44.6921,27304.2,27576.2,35,10,10,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.682835,23.1763,262969,262993,19,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.636913,22.8305,263185,263209,19,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.6726,22.9626,257801,257825,19,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.641546,23.195,258895,258919,19,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.637557,23.0627,259794,259818,19,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.45599,26.3959,242812,242843,20,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.4673,26.3175,239333,239363,20,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.43884,26.3574,243321,243352,20,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.55766,26.4682,238089,238120,20,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.59523,26.5367,244287,244318,20,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.5427,24.9561,208025,208064,23,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.5177,24.8948,207945,207983,23,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.5744,25.1818,210164,210203,23,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.4767,25.0585,209825,209864,23,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.4361,24.824,209853,209891,23,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.2358,25.3183,161297,161388,32,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,67.5312,25.3488,158011,158104,32,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.3899,25.2975,158527,158617,32,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.5368,25.3592,159436,159527,32,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.3105,25.0455,160946,161036,32,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,225.274,49.2172,221984,222258,35,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,226.177,48.2731,220305,220580,35,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,226.693,48.1163,212525,212800,35,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,222.21,47.5467,211757,212027,35,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,225.442,49.0829,214841,215116,35,100,100,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.6805,26.7897,2.52719e+06,2.52722e+06,19,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_2_dataful.powerdecl,0.68102,26.5905,2.59449e+06,2.59452e+06,19,1000,1000,10000
home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.4705,42.7705,846517,846564,20,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_4_dataful.powerdecl,4.60325,42.8718,782734,782781,20,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.3422,37.8415,663612,663663,23,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.2517,37.8412,665583,665634,23,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.3511,38.4423,663945,663997,23,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.4198,37.9321,668102,668154,23,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_6_dataful.powerdecl,13.2331,37.8829,719220,719271,23,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.0688,40.4203,533750,533856,32,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.898,39.8821,502223,502329,32,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.1449,40.191,526470,526576,32,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,65.9772,40.0205,503340,503446,32,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_8_dataful.powerdecl,66.3723,40.4636,548267,548374,32,1000,1000,10000
/home/giacomo/projects/loggen/convert_same/data/test_gen_10_dataful.powerdecl,318.981,114.556,2.77361e+06,2.77404e+06,35,1000,1000,10000
