model_size,algorithm,GraphGenerationTime,GraphVisitTime,SerialisationTime,Total,AtomSize,minL,maxL,S,Vsize,Esize
4,Proposed (dataful),4.66878,1.77247,-1,6.44125,20,100,100,100,293,4641
4,Proposed (dataful),4.64275,1.79257,-1,6.43532,20,100,100,100,293,4641
6,Proposed (dataful),13.1865,2.01987,-1,15.2063,23,100,100,100,341,5676
6,Proposed (dataful),13.1367,2.07891,-1,15.2156,23,100,100,100,341,5676
6,Proposed (dataful),13.3376,2.02589,-1,15.3635,23,100,100,100,341,5676
6,Proposed (dataful),13.4072,2.03379,-1,15.441,23,100,100,100,341,5676
6,Proposed (dataful),13.6555,2.11151,-1,15.767,23,100,100,100,341,5676
8,Proposed (dataful),69.6821,2.61079,-1,72.2928,32,100,100,100,1419,30467
8,Proposed (dataful),68.3013,2.74001,-1,71.0413,32,100,100,100,1419,30467
8,Proposed (dataful),69.2333,2.7508,-1,71.9841,32,100,100,100,1419,30467
8,Proposed (dataful),68.8977,2.90188,-1,71.7996,32,100,100,100,1419,30467
8,Proposed (dataful),67.843,2.64177,-1,70.4847,32,100,100,100,1419,30467
10,Proposed (dataful),247.572,11.5527,-1,259.124,35,100,100,100,3406,85077
10,Proposed (dataful),245.294,11.7627,-1,257.057,35,100,100,100,3406,85077
10,Proposed (dataful),231.564,10.8072,-1,242.371,35,100,100,100,3406,85077
10,Proposed (dataful),239.54,10.9436,-1,250.484,35,100,100,100,3406,85077
10,Proposed (dataful),240.932,11.2814,-1,252.213,35,100,100,100,3406,85077
2,Proposed (dataful),0.67641,3.09632,-1,3.77273,19,1000,1000,100,41,643
2,Proposed (dataful),0.651375,3.25728,-1,3.90865,19,1000,1000,100,41,643
2,Proposed (dataful),0.664735,3.38256,-1,4.0473,19,1000,1000,100,41,643
2,Proposed (dataful),0.79554,3.26857,-1,4.06411,19,1000,1000,100,41,643
2,Proposed (dataful),0.663043,3.17943,-1,3.84247,19,1000,1000,100,41,643
4,Proposed (dataful),4.99547,5.2376,-1,10.2331,20,1000,1000,100,293,4641
4,Proposed (dataful),4.37893,5.48721,-1,9.86613,20,1000,1000,100,293,4641
4,Proposed (dataful),4.35611,5.43931,-1,9.79542,20,1000,1000,100,293,4641
4,Proposed (dataful),4.57005,5.42926,-1,9.99931,20,1000,1000,100,293,4641
4,Proposed (dataful),4.55148,5.48157,-1,10.0331,20,1000,1000,100,293,4641
6,Proposed (dataful),13.9814,6.01576,-1,19.9972,23,1000,1000,100,341,5676
6,Proposed (dataful),13.4811,6.06029,-1,19.5414,23,1000,1000,100,341,5676
6,Proposed (dataful),13.5902,5.74666,-1,19.3368,23,1000,1000,100,341,5676
6,Proposed (dataful),13.3922,5.48499,-1,18.8772,23,1000,1000,100,341,5676
6,Proposed (dataful),14.2504,5.7506,-1,20.001,23,1000,1000,100,341,5676
8,Proposed (dataful),65.5691,4.53455,-1,70.1036,32,1000,1000,100,1419,30467
8,Proposed (dataful),67.7553,4.61723,-1,72.3725,32,1000,1000,100,1419,30467
8,Proposed (dataful),67.8625,4.63232,-1,72.4949,32,1000,1000,100,1419,30467
8,Proposed (dataful),67.9238,4.60499,-1,72.5288,32,1000,1000,100,1419,30467
8,Proposed (dataful),68.8201,5.21229,-1,74.0324,32,1000,1000,100,1419,30467
10,Proposed (dataful),233.92,18.6069,-1,252.527,35,1000,1000,100,3406,85077
10,Proposed (dataful),240.653,19.6334,-1,260.287,35,1000,1000,100,3406,85077
10,Proposed (dataful),241.617,19.6406,-1,261.257,35,1000,1000,100,3406,85077
10,Proposed (dataful),230.87,18.5237,-1,249.393,35,1000,1000,100,3406,85077
10,Proposed (dataful),234.095,18.5965,-1,252.692,35,1000,1000,100,3406,85077
2,Proposed (dataful),0.658909,33.0922,-1,33.7512,19,10000,10000,100,41,643
2,Proposed (dataful),0.674719,32.2979,-1,32.9726,19,10000,10000,100,41,643
2,Proposed (dataful),0.68086,32.956,-1,33.6369,19,10000,10000,100,41,643
2,Proposed (dataful),0.663005,32.9718,-1,33.6348,19,10000,10000,100,41,643
2,Proposed (dataful),0.656894,33.5574,-1,34.2143,19,10000,10000,100,41,643
4,Proposed (dataful),4.50119,52.2084,-1,56.7096,20,10000,10000,100,293,4641
4,Proposed (dataful),4.435,52.5999,-1,57.0349,20,10000,10000,100,293,4641
4,Proposed (dataful),4.58869,53.008,-1,57.5966,20,10000,10000,100,293,4641
4,Proposed (dataful),4.66877,52.8616,-1,57.5303,20,10000,10000,100,293,4641
4,Proposed (dataful),4.66843,53.0622,-1,57.7307,20,10000,10000,100,293,4641
6,Proposed (dataful),13.9165,44.2532,-1,58.1697,23,10000,10000,100,341,5676
6,Proposed (dataful),13.9828,45.5374,-1,59.5202,23,10000,10000,100,341,5676
6,Proposed (dataful),13.7627,45.5718,-1,59.3345,23,10000,10000,100,341,5676
6,Proposed (dataful),14.2054,42.9009,-1,57.1063,23,10000,10000,100,341,5676
6,Proposed (dataful),13.6448,41.5209,-1,55.1656,23,10000,10000,100,341,5676
8,Proposed (dataful),69.9352,24.9698,-1,94.905,32,10000,10000,100,1419,30467
8,Proposed (dataful),66.2765,23.4928,-1,89.7693,32,10000,10000,100,1419,30467
8,Proposed (dataful),67.6118,23.673,-1,91.2848,32,10000,10000,100,1419,30467
8,Proposed (dataful),68.1492,24.723,-1,92.8722,32,10000,10000,100,1419,30467
8,Proposed (dataful),70.9574,25.0818,-1,96.0392,32,10000,10000,100,1419,30467
10,Proposed (dataful),245.655,102.886,-1,348.542,35,10000,10000,100,3406,85077
10,Proposed (dataful),231.858,97.0878,-1,328.946,35,10000,10000,100,3406,85077
10,Proposed (dataful),241.445,102.627,-1,344.072,35,10000,10000,100,3406,85077
10,Proposed (dataful),245.985,102.8,-1,348.785,35,10000,10000,100,3406,85077
10,Proposed (dataful),243.814,102.512,-1,346.326,35,10000,10000,100,3406,85077
2,Proposed (dataful),0.744692,2.6477,-1,3.39239,19,10,10,1000,41,643
2,Proposed (dataful),0.654853,2.72922,-1,3.38407,19,10,10,1000,41,643
2,Proposed (dataful),0.715997,2.9232,-1,3.6392,19,10,10,1000,41,643
2,Proposed (dataful),0.653875,2.70236,-1,3.35624,19,10,10,1000,41,643
2,Proposed (dataful),0.641098,2.6133,-1,3.25439,19,10,10,1000,41,643
4,Proposed (dataful),4.57076,6.26326,-1,10.834,20,10,10,1000,293,4641
4,Proposed (dataful),4.66526,6.44536,-1,11.1106,20,10,10,1000,293,4641
4,Proposed (dataful),4.57685,6.55775,-1,11.1346,20,10,10,1000,293,4641
4,Proposed (dataful),4.57865,6.01373,-1,10.5924,20,10,10,1000,293,4641
4,Proposed (dataful),4.54538,6.27222,-1,10.8176,20,10,10,1000,293,4641
6,Proposed (dataful),14.016,3.54263,-1,17.5586,23,10,10,1000,341,5676
6,Proposed (dataful),14.3133,3.59452,-1,17.9079,23,10,10,1000,341,5676
6,Proposed (dataful),14.3979,3.66191,-1,18.0599,23,10,10,1000,341,5676
6,Proposed (dataful),13.4653,3.30271,-1,16.768,23,10,10,1000,341,5676
6,Proposed (dataful),13.3248,3.35669,-1,16.6815,23,10,10,1000,341,5676
8,Proposed (dataful),70.6689,4.80709,-1,75.476,32,10,10,1000,1419,30467
8,Proposed (dataful),70.5836,4.87982,-1,75.4635,32,10,10,1000,1419,30467
8,Proposed (dataful),71.9351,4.93338,-1,76.8685,32,10,10,1000,1419,30467
8,Proposed (dataful),72.1922,4.89402,-1,77.0862,32,10,10,1000,1419,30467
8,Proposed (dataful),72.2976,5.04065,-1,77.3382,32,10,10,1000,1419,30467
10,Proposed (dataful),244.016,23.6066,-1,267.622,35,10,10,1000,3406,85077
10,Proposed (dataful),230.199,26.6278,-1,256.827,35,10,10,1000,3406,85077
10,Proposed (dataful),242.186,23.3964,-1,265.582,35,10,10,1000,3406,85077
10,Proposed (dataful),229.665,22.2304,-1,251.895,35,10,10,1000,3406,85077
10,Proposed (dataful),233.242,25.1726,-1,258.414,35,10,10,1000,3406,85077
2,Proposed (dataful),0.740471,3.21899,-1,3.95946,19,100,100,1000,41,643
2,Proposed (dataful),0.650337,3.37956,-1,4.0299,19,100,100,1000,41,643
2,Proposed (dataful),0.707391,3.18685,-1,3.89424,19,100,100,1000,41,643
2,Proposed (dataful),0.670565,3.37433,-1,4.0449,19,100,100,1000,41,643
2,Proposed (dataful),0.762942,3.49741,-1,4.26035,19,100,100,1000,41,643
4,Proposed (dataful),4.48252,7.70058,-1,12.1831,20,100,100,1000,293,4641
4,Proposed (dataful),4.34352,7.70639,-1,12.0499,20,100,100,1000,293,4641
4,Proposed (dataful),4.54717,7.95809,-1,12.5053,20,100,100,1000,293,4641
4,Proposed (dataful),4.53398,7.96259,-1,12.4966,20,100,100,1000,293,4641
4,Proposed (dataful),4.43142,7.74699,-1,12.1784,20,100,100,1000,293,4641
6,Proposed (dataful),13.1635,4.03791,-1,17.2014,23,100,100,1000,341,5676
6,Proposed (dataful),13.227,4.06748,-1,17.2944,23,100,100,1000,341,5676
6,Proposed (dataful),13.9352,4.4037,-1,18.3389,23,100,100,1000,341,5676
6,Proposed (dataful),13.8521,4.03845,-1,17.8906,23,100,100,1000,341,5676
6,Proposed (dataful),13.1981,4.2024,-1,17.4005,23,100,100,1000,341,5676
8,Proposed (dataful),68.3649,5.76386,-1,74.1288,32,100,100,1000,1419,30467
8,Proposed (dataful),66.4612,6.06478,-1,72.526,32,100,100,1000,1419,30467
8,Proposed (dataful),70.7743,5.82745,-1,76.6017,32,100,100,1000,1419,30467
8,Proposed (dataful),69.4854,5.833,-1,75.3184,32,100,100,1000,1419,30467
8,Proposed (dataful),66.3057,5.39306,-1,71.6988,32,100,100,1000,1419,30467
10,Proposed (dataful),234.06,15.3775,-1,249.438,35,100,100,1000,3406,85077
10,Proposed (dataful),231.702,14.6034,-1,246.305,35,100,100,1000,3406,85077
10,Proposed (dataful),235.05,14.9457,-1,249.996,35,100,100,1000,3406,85077
10,Proposed (dataful),235.132,14.8729,-1,250.005,35,100,100,1000,3406,85077
10,Proposed (dataful),251.122,16.2037,-1,267.325,35,100,100,1000,3406,85077
2,Proposed (dataful),0.659941,6.88127,-1,7.54121,19,1000,1000,1000,41,643
2,Proposed (dataful),0.653275,6.80602,-1,7.4593,19,1000,1000,1000,41,643
2,Proposed (dataful),0.674154,7.42151,-1,8.09566,19,1000,1000,1000,41,643
2,Proposed (dataful),0.68099,7.30596,-1,7.98695,19,1000,1000,1000,41,643
2,Proposed (dataful),0.653332,7.19701,-1,7.85035,19,1000,1000,1000,41,643
4,Proposed (dataful),4.43295,25.4643,-1,29.8973,20,1000,1000,1000,293,4641
4,Proposed (dataful),4.49064,23.3253,-1,27.8159,20,1000,1000,1000,293,4641
4,Proposed (dataful),4.62304,23.4717,-1,28.0947,20,1000,1000,1000,293,4641
4,Proposed (dataful),4.49503,23.6417,-1,28.1367,20,1000,1000,1000,293,4641
4,Proposed (dataful),4.53586,23.6445,-1,28.1803,20,1000,1000,1000,293,4641
6,Proposed (dataful),13.4583,10.2729,-1,23.7312,23,1000,1000,1000,341,5676
6,Proposed (dataful),14.3102,10.2354,-1,24.5456,23,1000,1000,1000,341,5676
6,Proposed (dataful),13.9221,10.4372,-1,24.3593,23,1000,1000,1000,341,5676
6,Proposed (dataful),13.4349,10.5413,-1,23.9762,23,1000,1000,1000,341,5676
6,Proposed (dataful),13.6561,10.59,-1,24.2461,23,1000,1000,1000,341,5676
8,Proposed (dataful),69.1618,12.4601,-1,81.622,32,1000,1000,1000,1419,30467
8,Proposed (dataful),68.7888,12.293,-1,81.0818,32,1000,1000,1000,1419,30467
8,Proposed (dataful),68.3447,12.2737,-1,80.6184,32,1000,1000,1000,1419,30467
8,Proposed (dataful),68.5415,12.4264,-1,80.9678,32,1000,1000,1000,1419,30467
8,Proposed (dataful),68.9252,12.244,-1,81.1692,32,1000,1000,1000,1419,30467
10,Proposed (dataful),232.669,30.3056,-1,262.975,35,1000,1000,1000,3406,85077
10,Proposed (dataful),233.799,30.0781,-1,263.877,35,1000,1000,1000,3406,85077
10,Proposed (dataful),233.624,30.1885,-1,263.813,35,1000,1000,1000,3406,85077
10,Proposed (dataful),231.499,30.0191,-1,261.518,35,1000,1000,1000,3406,85077
10,Proposed (dataful),243.028,31.7083,-1,274.736,35,1000,1000,1000,3406,85077
2,Proposed (dataful),0.710669,47.4697,-1,48.1804,19,10000,10000,1000,41,643
2,Proposed (dataful),0.673239,46.9752,-1,47.6484,19,10000,10000,1000,41,643
2,Proposed (dataful),0.701483,43.1665,-1,43.868,19,10000,10000,1000,41,643
2,Proposed (dataful),0.6384,43.7489,-1,44.3873,19,10000,10000,1000,41,643
2,Proposed (dataful),0.66878,43.8801,-1,44.5489,19,10000,10000,1000,41,643
4,Proposed (dataful),4.44526,188.752,-1,193.198,20,10000,10000,1000,293,4641
4,Proposed (dataful),4.53028,189.411,-1,193.941,20,10000,10000,1000,293,4641
4,Proposed (dataful),4.43979,189.017,-1,193.457,20,10000,10000,1000,293,4641
4,Proposed (dataful),4.50518,188.377,-1,192.882,20,10000,10000,1000,293,4641
4,Proposed (dataful),4.65631,195.366,-1,200.023,20,10000,10000,1000,293,4641
6,Proposed (dataful),13.3642,71.4464,-1,84.8106,23,10000,10000,1000,341,5676
6,Proposed (dataful),13.6914,72.6701,-1,86.3615,23,10000,10000,1000,341,5676
6,Proposed (dataful),13.3446,73.6079,-1,86.9526,23,10000,10000,1000,341,5676
6,Proposed (dataful),13.5064,73.4597,-1,86.9662,23,10000,10000,1000,341,5676
6,Proposed (dataful),13.402,74.0966,-1,87.4986,23,10000,10000,1000,341,5676
8,Proposed (dataful),68.2971,79.2453,-1,147.542,32,10000,10000,1000,1419,30467
8,Proposed (dataful),68.5113,80.0416,-1,148.553,32,10000,10000,1000,1419,30467
8,Proposed (dataful),68.7392,82.8012,-1,151.54,32,10000,10000,1000,1419,30467
8,Proposed (dataful),68.0229,78.6452,-1,146.668,32,10000,10000,1000,1419,30467
8,Proposed (dataful),68.151,79.3656,-1,147.517,32,10000,10000,1000,1419,30467
10,Proposed (dataful),237.837,183.471,-1,421.309,35,10000,10000,1000,3406,85077
10,Proposed (dataful),235.836,182.869,-1,418.705,35,10000,10000,1000,3406,85077
10,Proposed (dataful),234.156,182.29,-1,416.445,35,10000,10000,1000,3406,85077
10,Proposed (dataful),242.258,192.617,-1,434.874,35,10000,10000,1000,3406,85077
10,Proposed (dataful),247.219,193.338,-1,440.557,35,10000,10000,1000,3406,85077
2,Proposed (dataful),0.684794,24.3725,-1,25.0573,19,10,10,10000,41,643
2,Proposed (dataful),0.663259,23.9517,-1,24.6149,19,10,10,10000,41,643
2,Proposed (dataful),0.657484,24.2728,-1,24.9303,19,10,10,10000,41,643
2,Proposed (dataful),0.694253,24.4022,-1,25.0965,19,10,10,10000,41,643
2,Proposed (dataful),0.698942,24.2461,-1,24.945,19,10,10,10000,41,643
4,Proposed (dataful),4.8693,26.57,-1,31.4394,20,10,10,10000,293,4641
4,Proposed (dataful),4.57998,25.1863,-1,29.7663,20,10,10,10000,293,4641
4,Proposed (dataful),4.39917,25.371,-1,29.7702,20,10,10,10000,293,4641
4,Proposed (dataful),4.72481,25.3938,-1,30.1186,20,10,10,10000,293,4641
4,Proposed (dataful),4.44602,25.1461,-1,29.5921,20,10,10,10000,293,4641
6,Proposed (dataful),13.1608,24.5492,-1,37.71,23,10,10,10000,341,5676
6,Proposed (dataful),13.7468,24.8405,-1,38.5873,23,10,10,10000,341,5676
6,Proposed (dataful),13.0805,24.3098,-1,37.3903,23,10,10,10000,341,5676
6,Proposed (dataful),13.1312,24.6743,-1,37.8055,23,10,10,10000,341,5676
6,Proposed (dataful),13.346,24.8904,-1,38.2364,23,10,10,10000,341,5676
8,Proposed (dataful),68.1798,25.7478,-1,93.9276,32,10,10,10000,1419,30467
8,Proposed (dataful),67.2065,25.678,-1,92.8845,32,10,10,10000,1419,30467
8,Proposed (dataful),68.7821,25.6356,-1,94.4177,32,10,10,10000,1419,30467
8,Proposed (dataful),68.2,25.4664,-1,93.6664,32,10,10,10000,1419,30467
8,Proposed (dataful),68.1113,26.0617,-1,94.173,32,10,10,10000,1419,30467
10,Proposed (dataful),232.365,46.6755,-1,279.041,35,10,10,10000,3406,85077
10,Proposed (dataful),235.542,47.7433,-1,283.285,35,10,10,10000,3406,85077
10,Proposed (dataful),238.031,46.9123,-1,284.943,35,10,10,10000,3406,85077
10,Proposed (dataful),239.32,49.199,-1,288.519,35,10,10,10000,3406,85077
10,Proposed (dataful),231.342,46.5782,-1,277.92,35,10,10,10000,3406,85077
2,Proposed (dataful),0.650593,23.6349,-1,24.2855,19,100,100,10000,41,643
2,Proposed (dataful),0.663506,23.7671,-1,24.4306,19,100,100,10000,41,643
2,Proposed (dataful),0.68603,24.4286,-1,25.1147,19,100,100,10000,41,643
2,Proposed (dataful),0.75656,24.0788,-1,24.8354,19,100,100,10000,41,643
2,Proposed (dataful),0.729368,24.1898,-1,24.9191,19,100,100,10000,41,643
4,Proposed (dataful),4.731,28.1852,-1,32.9162,20,100,100,10000,293,4641
4,Proposed (dataful),4.59838,27.2136,-1,31.8119,20,100,100,10000,293,4641
4,Proposed (dataful),4.45014,27.0847,-1,31.5348,20,100,100,10000,293,4641
4,Proposed (dataful),4.64819,28.1457,-1,32.7939,20,100,100,10000,293,4641
4,Proposed (dataful),4.65427,28.4647,-1,33.1189,20,100,100,10000,293,4641
6,Proposed (dataful),14.1751,27.4195,-1,41.5946,23,100,100,10000,341,5676
6,Proposed (dataful),14.2684,27.4799,-1,41.7483,23,100,100,10000,341,5676
6,Proposed (dataful),14.1041,27.7927,-1,41.8968,23,100,100,10000,341,5676
6,Proposed (dataful),14.0582,27.7135,-1,41.7717,23,100,100,10000,341,5676
6,Proposed (dataful),14.5706,27.8782,-1,42.4487,23,100,100,10000,341,5676
8,Proposed (dataful),70.6911,28.9272,-1,99.6183,32,100,100,10000,1419,30467
8,Proposed (dataful),73.4174,28.8042,-1,102.222,32,100,100,10000,1419,30467
8,Proposed (dataful),71.7462,28.9782,-1,100.724,32,100,100,10000,1419,30467
8,Proposed (dataful),72.2852,29.0686,-1,101.354,32,100,100,10000,1419,30467
8,Proposed (dataful),66.6887,27.4179,-1,94.1066,32,100,100,10000,1419,30467
10,Proposed (dataful),242.555,53.2908,-1,295.846,35,100,100,10000,3406,85077
10,Proposed (dataful),246.743,52.83,-1,299.573,35,100,100,10000,3406,85077
10,Proposed (dataful),248.363,53.4167,-1,301.779,35,100,100,10000,3406,85077
10,Proposed (dataful),231.092,50.6533,-1,281.746,35,100,100,10000,3406,85077
10,Proposed (dataful),243.491,52.9232,-1,296.415,35,100,100,10000,3406,85077
2,Proposed (dataful),0.660018,28.7069,-1,29.3669,19,1000,1000,10000,41,643
2,Proposed (dataful),0.649995,28.9759,-1,29.6259,19,1000,1000,10000,41,643
2,Proposed (dataful),0.802827,29.4384,-1,30.2413,19,1000,1000,10000,41,643
2,Proposed (dataful),0.691128,29.3178,-1,30.0089,19,1000,1000,10000,41,643
2,Proposed (dataful),0.664274,27.7978,-1,28.4621,19,1000,1000,10000,41,643
4,Proposed (dataful),4.71693,46.7219,-1,51.4389,20,1000,1000,10000,293,4641
4,Proposed (dataful),4.48954,44.2792,-1,48.7687,20,1000,1000,10000,293,4641
4,Proposed (dataful),4.62769,46.1611,-1,50.7888,20,1000,1000,10000,293,4641
4,Proposed (dataful),4.80603,47.0603,-1,51.8664,20,1000,1000,10000,293,4641
4,Proposed (dataful),4.63867,47.2669,-1,51.9055,20,1000,1000,10000,293,4641
6,Proposed (dataful),14.2278,41.9405,-1,56.1683,23,1000,1000,10000,341,5676
6,Proposed (dataful),14.0241,42.4054,-1,56.4295,23,1000,1000,10000,341,5676
6,Proposed (dataful),13.3728,39.4598,-1,52.8326,23,1000,1000,10000,341,5676
6,Proposed (dataful),13.3526,41.4163,-1,54.7689,23,1000,1000,10000,341,5676
6,Proposed (dataful),13.2242,40.3857,-1,53.6099,23,1000,1000,10000,341,5676
8,Proposed (dataful),69.8659,44.7855,-1,114.651,32,1000,1000,10000,1419,30467
8,Proposed (dataful),71.8838,45.0198,-1,116.904,32,1000,1000,10000,1419,30467
8,Proposed (dataful),71.903,44.8611,-1,116.764,32,1000,1000,10000,1419,30467
8,Proposed (dataful),71.9542,45.1881,-1,117.142,32,1000,1000,10000,1419,30467
8,Proposed (dataful),71.7425,44.8241,-1,116.567,32,1000,1000,10000,1419,30467
10,Proposed (dataful),245.791,96.7041,-1,342.496,35,1000,1000,10000,3406,85077
10,Proposed (dataful),244.693,96.8025,-1,341.495,35,1000,1000,10000,3406,85077
10,Proposed (dataful),246.159,96.4851,-1,342.644,35,1000,1000,10000,3406,85077
10,Proposed (dataful),234.999,91.5691,-1,326.568,35,1000,1000,10000,3406,85077
10,Proposed (dataful),241,96.4832,-1,337.483,35,1000,1000,10000,3406,85077
2,Proposed (dataful),0.6584,66.9257,-1,67.5841,19,10000,10000,10000,41,643
2,Proposed (dataful),0.741398,68.3071,-1,69.0485,19,10000,10000,10000,41,643
2,Proposed (dataful),0.709482,69.4815,-1,70.191,19,10000,10000,10000,41,643
2,Proposed (dataful),0.649932,67.5036,-1,68.1535,19,10000,10000,10000,41,643
2,Proposed (dataful),0.660369,68.7212,-1,69.3816,19,10000,10000,10000,41,643
4,Proposed (dataful),4.55948,234.815,-1,239.374,20,10000,10000,10000,293,4641
4,Proposed (dataful),4.84001,236.922,-1,241.762,20,10000,10000,10000,293,4641
4,Proposed (dataful),4.5435,234.824,-1,239.367,20,10000,10000,10000,293,4641
4,Proposed (dataful),4.51213,236.034,-1,240.546,20,10000,10000,10000,293,4641
4,Proposed (dataful),4.64075,232.411,-1,237.052,20,10000,10000,10000,293,4641
6,Proposed (dataful),13.4691,186.254,-1,199.723,23,10000,10000,10000,341,5676
6,Proposed (dataful),14.0324,189.755,-1,203.787,23,10000,10000,10000,341,5676
6,Proposed (dataful),13.8758,189.36,-1,203.236,23,10000,10000,10000,341,5676
6,Proposed (dataful),14.1142,189.062,-1,203.176,23,10000,10000,10000,341,5676
6,Proposed (dataful),13.6789,188.925,-1,202.604,23,10000,10000,10000,341,5676
8,Proposed (dataful),71.9593,208.591,-1,280.55,32,10000,10000,10000,1419,30467
8,Proposed (dataful),71.9641,197.192,-1,269.156,32,10000,10000,10000,1419,30467
8,Proposed (dataful),67.9535,198.913,-1,266.866,32,10000,10000,10000,1419,30467
8,Proposed (dataful),68.7591,199.603,-1,268.362,32,10000,10000,10000,1419,30467
8,Proposed (dataful),68.5489,198.985,-1,267.534,32,10000,10000,10000,1419,30467
10,Proposed (dataful),242.424,544.783,-1,787.207,35,10000,10000,10000,3406,85077
10,Proposed (dataful),232.7,522.259,-1,754.959,35,10000,10000,10000,3406,85077
10,Proposed (dataful),235,521.845,-1,756.845,35,10000,10000,10000,3406,85077
10,Proposed (dataful),243.711,548.517,-1,792.228,35,10000,10000,10000,3406,85077
10,Proposed (dataful),246.348,546.502,-1,792.85,35,10000,10000,10000,3406,85077
